Date,Subs,,,,
01/12/2016,9014602,,,,
01/13/2016,9025117,,,,
01/14/2016,9034976,,,,
01/15/2016,9045026,,,,
01/16/2016,9054943,,,,
01/17/2016,9065018,,,,
01/18/2016,9074155,,,,
01/19/2016,9083173,,,,
01/20/2016,9092731,,,,
01/21/2016,9102738,,,,
01/22/2016,9112871,,,,
01/23/2016,9123859,,,,
01/24/2016,9134518,,,,
01/25/2016,9145169,,,,
01/26/2016,9155191,,,,
01/27/2016,9164696,,,,
01/28/2016,9174344,,,,
01/29/2016,9184606,,,,
01/30/2016,9195162,,,,
01/31/2016,9206089,,,,
02/01/2016,9215611,,,,
02/02/2016,9225916,,,,
02/03/2016,9237116,,,,
02/04/2016,9247727,,,,
02/05/2016,9258840,,,,
02/06/2016,9269637,,,,
02/07/2016,9281087,,,,
02/08/2016,9292061,,,,
02/09/2016,9303036,,,,
02/10/2016,9314870,,,,
02/11/2016,9326999,,,,
02/12/2016,9339708,,,,
02/13/2016,9352854,,,,
02/14/2016,9366301,,,,
02/15/2016,9379643,,,,
02/16/2016,9392050,,,,
02/17/2016,9403377,,,,
02/18/2016,9416434,,,,
02/19/2016,9429306,,,,
02/20/2016,9443715,,,,
02/21/2016,9458972,,,,
02/22/2016,9472601,,,,
02/23/2016,9486628,,,,
02/24/2016,9500121,,,,
02/25/2016,9510903,,,,
02/26/2016,9521352,,,,
02/27/2016,9533213,,,,
02/28/2016,9543952,,,,
02/29/2016,9554049,,,,
03/01/2016,9563685,,,,
03/02/2016,9575047,,,,
03/03/2016,9587563,,,,
03/04/2016,9599987,,,,
03/05/2016,9612354,,,,
03/06/2016,9624918,,,,
03/07/2016,9637050,,,,
03/08/2016,9647415,,,,
03/09/2016,9658103,,,,
03/10/2016,9669050,,,,
03/11/2016,9678924,,,,
03/12/2016,9690777,,,,
03/13/2016,9702694,,,,
03/14/2016,9714287,,,,
03/15/2016,9725654,,,,
03/16/2016,9736631,,,,
03/17/2016,9746988,,,,
03/18/2016,9758372,,,,
03/19/2016,9769319,,,,
03/20/2016,9781004,,,,
03/21/2016,9791607,,,,
03/22/2016,9803025,,,,
03/23/2016,9813923,,,,
03/24/2016,9824901,,,,
03/25/2016,9836086,,,,
03/26/2016,9849278,,,,
03/27/2016,9861926,,,,
03/28/2016,9875914,,,,
03/29/2016,9889329,,,,
03/30/2016,9901451,,,,
03/31/2016,9912601,,,,
04/01/2016,9924896,,,,
04/02/2016,9937975,,,,
04/03/2016,9950815,,,,
04/04/2016,9961353,,,,
04/05/2016,9972207,,,,
04/06/2016,9983925,,,,
04/07/2016,9996836,,,,
04/08/2016,10012607,,,,
04/09/2016,10026585,,,,
04/10/2016,10040445,,,,
04/11/2016,10052234,,,,
04/12/2016,10064121,,,,
04/13/2016,10075963,,,,
04/14/2016,10088777,,,,
04/15/2016,10101776,,,,
04/16/2016,10114668,,,,
04/17/2016,10126287,,,,
04/18/2016,10137960,,,,
04/19/2016,10150483,,,,
04/20/2016,10162068,,,,
04/21/2016,10173512,,,,
04/22/2016,10185404,,,,
04/23/2016,10197803,,,,
04/24/2016,10210277,,,,
04/25/2016,10222507,,,,
04/26/2016,10233746,,,,
04/27/2016,10245128,,,,
04/28/2016,10255747,,,,
04/29/2016,10267384,,,,
04/30/2016,10279326,,,,
05/01/2016,10291467,,,,
05/02/2016,10303031,,,,
05/03/2016,10313744,,,,
05/04/2016,10324566,,,,
05/05/2016,10336565,,,,
05/06/2016,10349196,,,,
05/07/2016,10360826,,,,
05/08/2016,10373126,,,,
05/09/2016,10384103,,,,
05/10/2016,10394993,,,,
05/11/2016,10407667,,,,
05/12/2016,10420746,,,,
05/13/2016,10433319,,,,
05/14/2016,10446531,,,,
05/15/2016,10458310,,,,
05/16/2016,10469400,,,,
05/17/2016,10481391,,,,
05/18/2016,10493348,,,,
05/19/2016,10505028,,,,
05/20/2016,10516987,,,,
05/21/2016,10529206,,,,
05/22/2016,10540967,,,,
05/23/2016,10552437,,,,
05/24/2016,10564397,,,,
05/25/2016,10577206,,,,
05/26/2016,10589786,,,,
05/27/2016,10602218,,,,
05/28/2016,10615154,,,,
05/29/2016,10627109,,,,
05/30/2016,10638893,,,,
05/31/2016,10650327,,,,
06/01/2016,10661893,,,,
06/02/2016,10673687,,,,
06/03/2016,10685545,,,,
06/04/2016,10698453,,,,
06/05/2016,10710565,,,,
06/06/2016,10720456,,,,
06/07/2016,10729769,,,,
06/08/2016,10739652,,,,
06/09/2016,10750033,,,,
06/10/2016,10759429,,,,
06/11/2016,10771766,,,,
06/12/2016,10783023,,,,
06/13/2016,10792478,,,,
06/14/2016,10802596,,,,
06/15/2016,10813659,,,,
06/16/2016,10824385,,,,
06/17/2016,10835131,,,,
06/18/2016,10846509,,,,
06/19/2016,10857510,,,,
06/20/2016,10867838,,,,
06/21/2016,10877662,,,,
06/22/2016,10887326,,,,
06/23/2016,10897524,,,,
06/24/2016,10908495,,,,
06/25/2016,10919688,,,,
06/26/2016,10930397,,,,
06/27/2016,10940123,,,,
06/28/2016,10923883,,,,
06/29/2016,10935096,,,,
06/30/2016,10946296,,,,
07/01/2016,10958038,,,,
07/02/2016,10970177,,,,
07/03/2016,10981792,,,,
07/04/2016,10992235,,,,
07/05/2016,11002774,,,,
07/06/2016,11015280,,,,
07/07/2016,11028216,,,,
07/08/2016,11040944,,,,
07/09/2016,11053903,,,,
07/10/2016,11066116,,,,
07/11/2016,11077397,,,,
07/12/2016,11089930,,,,
07/13/2016,11102642,,,,
07/14/2016,11115172,,,,
07/15/2016,11128354,,,,
07/16/2016,11141243,,,,
07/17/2016,11154397,,,,
07/18/2016,11166392,,,,
07/19/2016,11179665,,,,
07/20/2016,11193261,,,,
07/21/2016,11206682,,,,
07/22/2016,11219710,,,,
07/23/2016,11230919,,,,
07/24/2016,11245301,,,,
07/25/2016,11258742,,,,
07/26/2016,11271352,,,,
07/27/2016,11284745,,,,
07/28/2016,11297754,,,,
07/29/2016,11312076,,,,
07/30/2016,11327877,,,,
07/31/2016,11343104,,,,
08/01/2016,11357668,,,,
08/02/2016,11370996,,,,
08/03/2016,11386134,,,,
08/04/2016,11404412,,,,
08/05/2016,11422461,,,,
08/06/2016,11442107,,,,
08/07/2016,11460774,,,,
08/08/2016,11479995,,,,
08/09/2016,11496337,,,,
08/10/2016,11511689,,,,
08/11/2016,11527209,,,,
08/12/2016,11543843,,,,
08/13/2016,11559667,,,,
08/14/2016,11575732,,,,
08/15/2016,11590009,,,,
08/16/2016,11604443,,,,
08/17/2016,11621321,,,,
08/18/2016,11637464,,,,
08/19/2016,11652926,,,,
08/20/2016,11668526,,,,
08/21/2016,11684116,,,,
08/22/2016,11698389,,,,
08/23/2016,11713214,,,,
08/24/2016,11728368,,,,
08/25/2016,11745163,,,,
08/26/2016,11760369,,,,
08/27/2016,11775909,,,,
08/28/2016,11791861,,,,
08/29/2016,11804664,,,,
08/30/2016,11818039,,,,
08/31/2016,11831758,,,,
09/01/2016,11846032,,,,
09/02/2016,11862927,,,,
09/03/2016,11879408,,,,
09/04/2016,11894533,,,,
09/05/2016,11908432,,,,
09/06/2016,11921887,,,,
09/07/2016,11937386,,,,
09/08/2016,11953626,,,,
09/09/2016,11972702,,,,
09/10/2016,11990403,,,,
09/11/2016,12007501,,,,
09/12/2016,12022159,,,,
09/13/2016,12040241,,,,
09/14/2016,12055792,,,,
09/15/2016,12073966,,,,
09/16/2016,12090231,,,,
09/17/2016,12106493,,,,
09/18/2016,12122606,,,,
09/19/2016,12135344,,,,
09/20/2016,12150914,,,,
09/21/2016,12167900,,,,
09/22/2016,12180713,,,,
09/23/2016,12198410,,,,
09/24/2016,12216416,,,,
09/25/2016,12233693,,,,
09/26/2016,12249101,,,,
09/27/2016,12265436,,,,
09/28/2016,12281726,,,,
09/29/2016,12298376,,,,
09/30/2016,12314181,,,,
10/01/2016,12332007,,,,
10/02/2016,12349052,,,,
10/03/2016,12364150,,,,
10/04/2016,12380578,,,,
10/05/2016,12395807,,,,
10/06/2016,12412951,,,,
10/07/2016,12429779,,,,
10/08/2016,12450287,,,,
10/09/2016,12468650,,,,
10/10/2016,12486644,,,,
10/11/2016,12504133,,,,
10/12/2016,12520304,,,,
10/13/2016,12536436,,,,
10/14/2016,12558701,,,,
10/15/2016,12579475,,,,
10/16/2016,12597952,,,,
10/17/2016,12614115,,,,
10/18/2016,12631934,,,,
10/19/2016,12652096,,,,
10/20/2016,12670518,,,,
10/21/2016,12690852,,,,
10/22/2016,12711101,,,,
10/23/2016,12732405,,,,
10/24/2016,12751169,,,,
10/25/2016,12769617,,,,
10/26/2016,12789276,,,,
10/27/2016,12813196,,,,
10/28/2016,12832507,,,,
10/29/2016,12856238,,,,
10/30/2016,12878468,,,,
10/31/2016,12900747,,,,
11/01/2016,12921321,,,,
11/02/2016,12934439,,,,
11/03/2016,12954149,,,,
11/04/2016,12977041,,,,
11/05/2016,13000924,,,,
11/06/2016,13025710,,,,
11/07/2016,13049389,,,,
11/08/2016,13072513,,,,
11/09/2016,13095700,,,,
11/10/2016,13119096,,,,
11/11/2016,13142960,,,,
11/12/2016,13166221,,,,
11/13/2016,13188778,,,,
11/14/2016,13210529,,,,
11/15/2016,13231592,,,,
11/16/2016,13253892,,,,
11/17/2016,13268684,,,,
11/18/2016,13299783,,,,
11/19/2016,13324508,,,,
11/20/2016,13349039,,,,
11/21/2016,13370595,,,,
11/22/2016,13393127,,,,
11/23/2016,13415733,,,,
11/24/2016,13440396,,,,
11/25/2016,13464713,,,,
11/26/2016,13490636,,,,
11/27/2016,13515392,,,,
11/28/2016,13538592,,,,
11/29/2016,13565016,,,,
11/30/2016,13590791,,,,
12/01/2016,13617093,,,,
12/02/2016,13645451,,,,
12/03/2016,13674250,,,,
12/04/2016,13702668,,,,
12/05/2016,13727941,,,,
12/06/2016,13750496,,,,
12/07/2016,13775925,,,,
12/08/2016,13802644,,,,
12/09/2016,13824467,,,,
12/10/2016,13849955,,,,
12/11/2016,13874543,,,,
12/12/2016,13893818,,,,
12/13/2016,13914782,,,,
12/14/2016,13944634,,,,
12/15/2016,13978163,,,,
12/16/2016,14007205,,,,
12/17/2016,14036939,,,,
12/18/2016,14066651,,,,
12/19/2016,14092474,,,,
12/20/2016,14119182,,,,
12/21/2016,14147945,,,,
12/22/2016,14173968,,,,
12/23/2016,14204541,,,,
12/24/2016,14232037,,,,
12/25/2016,14258833,,,,
12/26/2016,14283445,,,,
12/27/2016,14309690,,,,
12/28/2016,14335071,,,,
12/29/2016,14363160,,,,
12/30/2016,14390866,,,,
12/31/2016,14422432,,,,
01/01/2017,14450711,,,,
01/02/2017,14477090,,,,
01/03/2017,14503103,,,,
01/04/2017,14530034,,,,
01/05/2017,14555442,,,,
01/06/2017,14593111,,,,
01/07/2017,14629359,,,,
01/08/2017,14659865,,,,
01/09/2017,14685802,,,,
01/10/2017,14710965,,,,
01/11/2017,14736284,,,,
01/12/2017,14760183,,,,
01/13/2017,14789933,,,,
01/14/2017,14818283,,,,
01/15/2017,14846374,,,,
01/16/2017,14871938,,,,
01/17/2017,14894231,,,,
01/18/2017,14919890,,,,
01/19/2017,14946589,,,,
01/20/2017,14977284,,,,
01/21/2017,14999825,,,,
01/22/2017,15026732,,,,
01/23/2017,15049338,,,,
01/24/2017,15074139,,,,
01/25/2017,15101445,,,,
01/26/2017,15119990,,,,
01/27/2017,15149745,,,,
01/28/2017,15180641,,,,
01/29/2017,15208653,,,,
01/30/2017,15232924,,,,
01/31/2017,15257841,,,,
02/01/2017,15284178,,,,
02/02/2017,15311557,,,,
02/03/2017,15336937,,,,
02/04/2017,15365621,,,,
02/05/2017,15390345,,,,
02/06/2017,15423315,,,,
02/07/2017,15452999,,,,
02/08/2017,15481968,,,,
02/09/2017,15511307,,,,
02/10/2017,15544067,,,,
02/11/2017,15586979,,,,
02/12/2017,15625484,,,,
02/13/2017,15655864,,,,
02/14/2017,15693522,,,,
02/15/2017,15723523,,,,
02/16/2017,15759148,,,,
02/17/2017,15794814,,,,
02/18/2017,15830186,,,,
02/19/2017,15865266,,,,
02/20/2017,15897489,,,,
02/21/2017,15929249,,,,
02/22/2017,15965289,,,,
02/23/2017,15999024,,,,
02/24/2017,16032935,,,,
02/25/2017,16065961,,,,
02/26/2017,16099913,,,,
02/27/2017,16130786,,,,
02/28/2017,16161547,,,,
03/01/2017,16189878,,,,
03/02/2017,16221761,,,,
03/03/2017,16254803,,,,
03/04/2017,16291073,,,,
03/05/2017,16325128,,,,
03/06/2017,16358306,,,,
03/07/2017,16393062,,,,
03/08/2017,16425062,,,,
03/09/2017,16459108,,,,
03/10/2017,16494749,,,,
03/11/2017,16535399,,,,
03/12/2017,16583091,,,,
03/13/2017,16628154,,,,
03/14/2017,16668653,,,,
03/15/2017,16706913,,,,
03/16/2017,16752967,,,,
03/17/2017,16792296,,,,
03/18/2017,16829465,,,,
03/19/2017,16867317,,,,
03/20/2017,16902071,,,,
03/21/2017,16935487,,,,
03/22/2017,16970084,,,,
03/23/2017,17008874,,,,
03/24/2017,17046871,,,,
03/25/2017,17086792,,,,
03/26/2017,17127822,,,,
03/27/2017,17164204,,,,
03/28/2017,17203823,,,,
03/29/2017,17243790,,,,
03/30/2017,17284281,,,,
03/31/2017,17327650,,,,
04/01/2017,17371906,,,,
04/02/2017,17416804,,,,
04/03/2017,17456514,,,,
04/04/2017,17494335,,,,
04/05/2017,17529998,,,,
04/06/2017,17567183,,,,
04/07/2017,17606025,,,,
04/08/2017,17647886,,,,
04/09/2017,17688584,,,,
04/10/2017,17725060,,,,
04/11/2017,17760734,,,,
04/12/2017,17796976,,,,
04/13/2017,17834845,,,,
04/14/2017,17873795,,,,
04/15/2017,17913364,,,,
04/16/2017,17953653,,,,
04/17/2017,18000882,,,,
04/18/2017,18044968,,,,
04/19/2017,18085010,,,,
04/20/2017,18122858,,,,
04/21/2017,18165783,,,,
04/22/2017,18210757,,,,
04/23/2017,18255217,,,,
04/24/2017,18288497,,,,
04/25/2017,18326427,,,,
04/26/2017,18359541,,,,
04/27/2017,18400469,,,,
04/28/2017,18437043,,,,
04/29/2017,18476881,,,,
04/30/2017,18516995,,,,
05/01/2017,18554517,,,,
05/02/2017,18586072,,,,
05/03/2017,18621981,,,,
05/04/2017,18656929,,,,
05/05/2017,18690917,,,,
05/06/2017,18725846,,,,
05/07/2017,18762706,,,,
05/08/2017,18792461,,,,
05/09/2017,18826095,,,,
05/10/2017,18862774,,,,
05/11/2017,18892938,,,,
05/12/2017,18925353,,,,
05/13/2017,18959611,,,,
05/14/2017,18993710,,,,
05/15/2017,19031406,,,,
05/16/2017,19065633,,,,
05/17/2017,19099938,,,,
05/18/2017,19130673,,,,
05/19/2017,19164530,,,,
05/20/2017,19201320,,,,
05/21/2017,19235955,,,,
05/22/2017,19279009,,,,
05/23/2017,19314913,,,,
05/24/2017,19354017,,,,
05/25/2017,19390693,,,,
05/26/2017,19419771,,,,
05/27/2017,19451658,,,,
05/28/2017,19480988,,,,
05/29/2017,19508965,,,,
05/30/2017,19541298,,,,
05/31/2017,19573011,,,,
06/01/2017,19607185,,,,
06/02/2017,19641326,,,,
06/03/2017,19676359,,,,
06/04/2017,19709651,,,,
06/05/2017,19741590,,,,
06/06/2017,19772844,,,,
06/07/2017,19804493,,,,
06/08/2017,19838139,,,,
06/09/2017,19875347,,,,
06/10/2017,19912519,,,,
06/11/2017,19949844,,,,
06/12/2017,19978714,,,,
06/13/2017,20022609,,,,
06/14/2017,20060936,,,,
06/15/2017,20100238,,,,
06/16/2017,20140394,,,,
06/17/2017,20179972,,,,
06/18/2017,20213955,,,,
06/19/2017,20251732,,,,
06/20/2017,20291854,,,,
06/21/2017,20332075,,,,
06/22/2017,20374215,,,,
06/23/2017,20414329,,,,
06/24/2017,20454163,,,,
06/25/2017,20496881,,,,
06/26/2017,20536073,,,,
06/27/2017,20579817,,,,
06/28/2017,20624073,,,,
06/29/2017,20669045,,,,
06/30/2017,20713271,,,,
07/01/2017,20758279,,,,
07/02/2017,20804360,,,,
07/03/2017,20839639,,,,
07/04/2017,20893278,,,,
07/05/2017,20936246,,,,
07/06/2017,20982015,,,,
07/07/2017,21026163,,,,
07/08/2017,21074054,,,,
07/09/2017,21123257,,,,
07/10/2017,21173142,,,,
07/11/2017,21212742,,,,
07/12/2017,21253482,,,,
07/13/2017,21300749,,,,
07/14/2017,21351659,,,,
07/15/2017,21405118,,,,
07/16/2017,21453099,,,,
07/17/2017,21504912,,,,
07/18/2017,21556888,,,,
07/19/2017,21608247,,,,
07/20/2017,21667698,,,,
07/21/2017,21721539,,,,
07/22/2017,21777390,,,,
07/23/2017,21832131,,,,
07/24/2017,21885471,,,,
07/25/2017,21950667,,,,
07/26/2017,22006052,,,,
07/27/2017,22061610,,,,
07/28/2017,22115311,,,,
07/29/2017,22170700,,,,
07/30/2017,22226744,,,,
07/31/2017,22259495,,,,
08/01/2017,22307363,,,,
08/02/2017,22354113,,,,
08/03/2017,22406810,,,,
08/04/2017,22463853,,,,
08/05/2017,22511587,,,,
08/06/2017,22567098,,,,
08/07/2017,22618538,,,,
08/08/2017,22673859,,,,
08/09/2017,22726986,,,,
08/10/2017,22785579,,,,
08/11/2017,22842759,,,,
08/12/2017,22898106,,,,
08/13/2017,22951755,,,,
08/14/2017,23005116,,,,
08/15/2017,23056911,,,,
08/16/2017,23105326,,,,
08/17/2017,23158189,,,,
08/18/2017,23216342,,,,
08/19/2017,23271561,,,,
08/20/2017,23324523,,,,
08/21/2017,23371738,,,,
08/22/2017,23417926,,,,
08/23/2017,23466183,,,,
08/24/2017,23516506,,,,
08/25/2017,23571376,,,,
08/26/2017,23622996,,,,
08/27/2017,23673664,,,,
08/28/2017,23715416,,,,
08/29/2017,23761471,,,,
08/30/2017,23808205,,,,
08/31/2017,23859529,,,,
09/01/2017,23911750,,,,
09/02/2017,23965016,,,,
09/03/2017,24019969,,,,
09/04/2017,24074520,,,,
09/05/2017,24124545,,,,
09/06/2017,24169809,,,,
09/07/2017,24221051,,,,
09/08/2017,24271190,,,,
09/09/2017,24321371,,,,
09/10/2017,24377531,,,,
09/11/2017,24422975,,,,
09/12/2017,24469684,,,,
09/13/2017,24514155,,,,
09/14/2017,24563840,,,,
09/15/2017,24614063,,,,
09/16/2017,24668608,,,,
09/17/2017,24724690,,,,
09/18/2017,24771422,,,,
09/19/2017,24819610,,,,
09/20/2017,24869481,,,,
09/21/2017,24915428,,,,
09/22/2017,24963844,,,,
09/23/2017,25012665,,,,
09/24/2017,25064290,,,,
09/25/2017,25112470,,,,
09/26/2017,25159980,,,,
09/27/2017,25207468,,,,
09/28/2017,25258194,,,,
09/29/2017,25318370,,,,
09/30/2017,25371959,,,,
10/01/2017,25425240,,,,
10/02/2017,25480111,,,,
10/03/2017,25527667,,,,
10/04/2017,25581072,,,,
10/05/2017,25634885,,,,
10/06/2017,25686646,,,,
10/07/2017,25738824,,,,
10/08/2017,25794399,,,,
10/09/2017,25843526,,,,
10/10/2017,25888999,,,,
10/11/2017,25938088,,,,
10/12/2017,25990399,,,,
10/13/2017,26044685,,,,
10/14/2017,26104309,,,,
10/15/2017,26163519,,,,
10/16/2017,26215301,,,,
10/17/2017,26274759,,,,
10/18/2017,26333031,,,,
10/19/2017,26390776,,,,
10/20/2017,26450228,,,,
10/21/2017,26511782,,,,
10/22/2017,26569094,,,,
10/23/2017,26618880,,,,
10/24/2017,26666517,,,,
10/25/2017,26728697,,,,
10/26/2017,26793496,,,,
10/27/2017,26852073,,,,
10/28/2017,26912580,,,,
10/29/2017,26974079,,,,
10/30/2017,27025880,,,,
10/31/2017,27076523,,,,
11/01/2017,27131071,,,,
11/02/2017,27184885,,,,
11/03/2017,27238710,,,,
11/04/2017,27294932,,,,
11/05/2017,27354716,,,,
11/06/2017,27403957,,,,
11/07/2017,27454587,,,,
11/08/2017,27505529,,,,
11/09/2017,27556737,,,,
11/10/2017,27610535,,,,
11/11/2017,27677530,,,,
11/12/2017,27739075,,,,
11/13/2017,27791990,,,,
11/14/2017,27846815,,,,
11/15/2017,27897961,,,,
11/16/2017,27950519,,,,
11/17/2017,28010394,,,,
11/18/2017,28070330,,,,
11/19/2017,28130691,,,,
11/20/2017,28183408,,,,
11/21/2017,28241651,,,,
11/22/2017,28307260,,,,
11/23/2017,28365084,,,,
11/24/2017,28425960,,,,
11/25/2017,28489151,,,,
11/26/2017,28553631,,,,
11/27/2017,28607557,,,,
11/28/2017,28668017,,,,
11/29/2017,28726209,,,,
11/30/2017,28786539,,,,
12/01/2017,28849947,,,,
12/02/2017,28918859,,,,
12/03/2017,28984025,,,,
12/04/2017,29042764,,,,
12/05/2017,29098711,,,,
12/06/2017,29155021,,,,
12/07/2017,29213344,,,,
12/08/2017,29280238,,,,
12/09/2017,29334514,,,,
12/10/2017,29412655,,,,
12/11/2017,29464942,,,,
12/12/2017,29528413,,,,
12/13/2017,29585787,,,,
12/14/2017,29691778,,,,
12/15/2017,29769010,,,,
12/16/2017,29823920,,,,
12/17/2017,29906960,,,,
12/18/2017,29995668,,,,
12/19/2017,30050046,,,,
12/20/2017,30156292,,,,
12/21/2017,30242313,,,,
12/22/2017,30303839,,,,
12/23/2017,30404955,,,,
12/24/2017,30492664,,,,
12/25/2017,30593517,,,,
12/26/2017,30706006,,,,
12/27/2017,30807028,,,,
12/28/2017,30894907,,,,
12/29/2017,30968201,,,,
12/30/2017,31086265,,,,
12/31/2017,31188314,,,,
01/01/2018,31277729,,,,
01/02/2018,31341086,,,,
01/03/2018,31449485,,,,
01/04/2018,31507171,,,,
01/05/2018,31582013,,,,
01/06/2018,31695191,,,,
01/07/2018,31783631,,,,
01/08/2018,31870007,,,,
01/09/2018,31935864,,,,
01/10/2018,32012593,,,,
01/11/2018,32124756,,,,
01/12/2018,32191046,,,,
01/13/2018,32314045,,,,
01/14/2018,32409211,,,,
01/15/2018,32467016,,,,
01/16/2018,32583942,,,,
01/17/2018,32651960,,,,
01/18/2018,32774639,,,,
01/19/2018,32867228,,,,
01/20/2018,32977892,,,,
01/21/2018,33081112,,,,
01/22/2018,33170182,,,,
01/23/2018,33255557,,,,
01/24/2018,33368492,,,,
01/25/2018,33480128,,,,
01/26/2018,33556174,,,,
01/27/2018,33662588,,,,
01/28/2018,33761074,,,,
01/29/2018,33883478,,,,
01/30/2018,33965342,,,,
01/31/2018,34101352,,,,
02/01/2018,34202927,,,,
02/02/2018,34301927,,,,
02/03/2018,34411161,,,,
02/04/2018,34528053,,,,
02/05/2018,34615962,,,,
02/06/2018,34734201,,,,
02/07/2018,34837255,,,,
02/08/2018,34939227,,,,
02/09/2018,35043828,,,,
02/10/2018,35106201,,,,
02/11/2018,35250775,,,,
02/12/2018,35344118,,,,
02/13/2018,35431706,,,,
02/14/2018,35512126,,,,
02/15/2018,35633882,,,,
02/16/2018,35724060,,,,
02/17/2018,35799195,,,,
02/18/2018,35942209,,,,
02/19/2018,36044198,,,,
02/20/2018,36141097,,,,
02/21/2018,36242243,,,,
02/22/2018,36337233,,,,
02/23/2018,36464548,,,,
02/24/2018,36579735,,,,
02/25/2018,36682616,,,,
02/26/2018,36786127,,,,
02/27/2018,36886535,,,,
02/28/2018,36971472,,,,
03/01/2018,37123322,,,,
03/02/2018,37257033,,,,
03/03/2018,37389575,,,,
03/04/2018,37456660,,,,
03/05/2018,37611640,,,,
03/06/2018,37708552,,,,
03/07/2018,37810487,,,,
03/08/2018,37913835,,,,
03/09/2018,38019602,,,,
03/10/2018,38154518,,,,
03/11/2018,38279876,,,,
03/12/2018,38352295,,,,
03/13/2018,38489148,,,,
03/14/2018,38602291,,,,
03/15/2018,38679473,,,,
03/16/2018,38814046,,,,
03/17/2018,38925360,,,,
03/18/2018,39032811,,,,
03/19/2018,39154787,,,,
03/20/2018,39277920,,,,
03/21/2018,39403718,,,,
03/22/2018,39527522,,,,
03/23/2018,39645806,,,,
03/24/2018,39699915,,,,
03/25/2018,39819716,,,,
03/26/2018,39938025,,,,
03/27/2018,40059221,,,,
03/28/2018,40187351,,,,
03/29/2018,40239646,,,,
03/30/2018,40357904,,,,
03/31/2018,40472236,,,,
04/01/2018,40583349,,,,
04/02/2018,40695576,,,,
04/03/2018,40802175,,,,
04/04/2018,40927800,,,,
04/05/2018,41039064,,,,
04/06/2018,41149933,,,,
04/07/2018,41255705,,,,
04/08/2018,41362144,,,,
04/09/2018,41460426,,,,
04/10/2018,41516294,,,,
04/11/2018,41650583,,,,
04/12/2018,41719275,,,,
04/13/2018,41834963,,,,
04/14/2018,41961634,,,,
04/15/2018,42072982,,,,
04/16/2018,42123239,,,,
04/17/2018,42243728,,,,
04/18/2018,42387254,,,,
04/19/2018,42507333,,,,
04/20/2018,42560138,,,,
04/21/2018,42687432,,,,
04/22/2018,42790706,,,,
04/23/2018,42886826,,,,
04/24/2018,43026425,,,,
04/25/2018,43091531,,,,
04/26/2018,43209393,,,,
04/27/2018,43358474,,,,
04/28/2018,43450073,,,,
04/29/2018,43571266,,,,
04/30/2018,43697800,,,,
05/01/2018,43814338,,,,
05/02/2018,43946489,,,,
05/03/2018,44003184,,,,
05/04/2018,44112463,,,,
05/05/2018,44259163,,,,
05/06/2018,44364488,,,,
05/07/2018,44461867,,,,
05/08/2018,44565316,,,,
05/09/2018,44680003,,,,
05/10/2018,44815267,,,,
05/11/2018,44863051,,,,
05/12/2018,45005523,,,,
05/13/2018,45145647,,,,
05/14/2018,45253001,,,,
05/15/2018,45308682,,,,
05/16/2018,45456291,,,,
05/17/2018,45519683,,,,
05/18/2018,45632755,,,,
05/19/2018,45738606,,,,
05/20/2018,45839554,,,,
05/21/2018,45894763,,,,
05/22/2018,45997900,,,,
05/23/2018,46125867,,,,
05/24/2018,46240433,,,,
05/25/2018,46298652,,,,
05/26/2018,46432047,,,,
05/27/2018,46560155,,,,
05/28/2018,46664607,,,,
05/29/2018,46763323,,,,
05/30/2018,46860194,,,,
05/31/2018,46958291,,,,
06/01/2018,47055318,,,,
06/02/2018,47150948,,,,
06/03/2018,47296260,,,,
06/04/2018,47395854,,,,
06/05/2018,47487142,,,,
06/06/2018,47676031,,,,
06/07/2018,47816343,,,,
06/08/2018,47942464,,,,
06/09/2018,48079705,,,,
06/10/2018,48184515,,,,
06/11/2018,48333266,,,,
06/12/2018,48443604,,,,
06/13/2018,48553598,,,,
06/14/2018,48662819,,,,
06/15/2018,48775950,,,,
06/16/2018,48899849,,,,
06/17/2018,49028820,,,,
06/18/2018,49146040,,,,
06/19/2018,49268947,,,,
06/20/2018,49393326,,,,
06/21/2018,49472158,,,,
06/22/2018,49592295,,,,
06/23/2018,49750374,,,,
06/24/2018,49850779,,,,
06/25/2018,49958920,,,,
06/26/2018,50078219,,,,
06/27/2018,50204859,,,,
06/28/2018,50383384,,,,
06/29/2018,50552194,,,,
06/30/2018,50711069,,,,
07/01/2018,50857125,,,,
07/02/2018,50981678,,,,
07/03/2018,51107254,,,,
07/04/2018,51272138,,,,
07/05/2018,51445740,,,,
07/06/2018,51610977,,,,
07/07/2018,51760018,,,,
07/08/2018,51943550,,,,
07/09/2018,52041945,,,,
07/10/2018,52249990,,,,
07/11/2018,52408654,,,,
07/12/2018,52563449,,,,
07/13/2018,52741105,,,,
07/14/2018,52895623,,,,
07/15/2018,53050901,,,,
07/16/2018,53186215,,,,
07/17/2018,53309882,,,,
07/18/2018,53463676,,,,
07/19/2018,53618841,,,,
07/20/2018,53763330,,,,
07/21/2018,53910864,,,,
07/22/2018,54053768,,,,
07/23/2018,54188118,,,,
07/24/2018,54321125,,,,
07/25/2018,54482413,,,,
07/26/2018,54637526,,,,
07/27/2018,54786199,,,,
07/28/2018,54938466,,,,
07/29/2018,55088028,,,,
07/30/2018,55217436,,,,
07/31/2018,55354639,,,,
