Date,Subs
06/09/2014,27564009
06/10/2014,27593430
06/11/2014,27626013
06/12/2014,27630556
06/13/2014,27685432
06/14/2014,27714983
06/15/2014,27753478
06/16/2014,27435696
06/17/2014,27804036
06/18/2014,27849324
06/19/2014,27885141
06/20/2014,27917386
06/21/2014,27952704
06/22/2014,27988541
06/23/2014,28026504
06/24/2014,28063784
06/25/2014,28094573
06/26/2014,27958334
06/27/2014,27990092
06/28/2014,28022987
06/29/2014,28055192
06/30/2014,28088651
07/01/2014,28124568
07/02/2014,28156015
07/03/2014,28187694
07/04/2014,28214805
07/05/2014,28248330
07/06/2014,28281282
07/07/2014,28315181
07/08/2014,28349380
07/09/2014,28381441
07/10/2014,28414037
07/11/2014,28443585
07/12/2014,28476507
07/13/2014,28505766
07/14/2014,28545723
07/15/2014,28578889
07/16/2014,28610414
07/17/2014,28645308
07/18/2014,28676075
07/19/2014,28710311
07/20/2014,28744379
07/21/2014,28782600
07/22/2014,28825211
07/23/2014,28861039
07/24/2014,28897996
07/25/2014,28938808
07/26/2014,28984273
07/27/2014,29024324
07/28/2014,29062349
07/29/2014,29105972
07/30/2014,29148630
07/31/2014,29194078
08/01/2014,29234053
08/02/2014,29270602
08/03/2014,29307868
08/04/2014,29348651
08/05/2014,29386630
08/06/2014,29424253
08/07/2014,29461095
08/08/2014,29499117
08/09/2014,29533090
08/10/2014,29571096
08/11/2014,29610681
08/12/2014,29641616
08/13/2014,29678671
08/14/2014,29714238
08/15/2014,29748829
08/16/2014,29783274
08/17/2014,29819212
08/18/2014,29852876
08/19/2014,29887312
08/20/2014,29918765
08/21/2014,29955977
08/22/2014,29992285
08/23/2014,30029069
08/24/2014,30066718
08/25/2014,30098592
08/26/2014,30112781
08/27/2014,30154732
08/28/2014,30186629
08/29/2014,30221596
08/30/2014,30259564
08/31/2014,30301944
09/01/2014,30334671
09/02/2014,30364583
09/03/2014,30394692
09/04/2014,30425932
09/05/2014,30453780
09/06/2014,30486960
09/07/2014,30517721
09/08/2014,30543174
09/09/2014,30566404
09/10/2014,30590644
09/11/2014,30612155
09/12/2014,30630637
09/13/2014,30661562
09/14/2014,30691376
09/15/2014,30714064
09/16/2014,30736548
09/17/2014,30759128
09/18/2014,30780628
09/19/2014,30802763
09/20/2014,30833042
09/21/2014,30865306
09/22/2014,30888996
09/23/2014,30913131
09/24/2014,30939235
09/25/2014,30962239
09/26/2014,30985232
09/27/2014,31018357
09/28/2014,31053773
09/29/2014,31080557
09/30/2014,31103783
10/01/2014,31128341
10/02/2014,31141915
10/03/2014,31174472
10/04/2014,31200563
10/05/2014,31227399
10/06/2014,31251570
10/07/2014,31275141
10/08/2014,31297743
10/09/2014,31300102
10/10/2014,31348525
10/11/2014,31374053
10/12/2014,31398049
10/13/2014,31406280
10/14/2014,31444571
10/15/2014,31469117
10/16/2014,31492713
10/17/2014,31516937
10/18/2014,31547245
10/19/2014,31568410
10/20/2014,31602163
10/21/2014,31624099
10/22/2014,31643624
10/23/2014,31666009
10/24/2014,31689447
10/25/2014,31716500
10/26/2014,31749451
10/27/2014,31774466
10/28/2014,31800201
10/29/2014,31820865
10/30/2014,31844411
10/31/2014,31864907
11/01/2014,31888382
11/02/2014,31917814
11/03/2014,31944000
11/04/2014,31960406
11/05/2014,31983929
11/06/2014,32005743
11/07/2014,32028331
11/08/2014,32053736
11/09/2014,32078210
11/10/2014,32098194
11/11/2014,32118308
11/12/2014,32140963
11/13/2014,32162864
11/14/2014,32186150
11/15/2014,32213786
11/16/2014,32242404
11/17/2014,32265355
11/18/2014,32286049
11/19/2014,32305498
11/20/2014,32325008
11/21/2014,32343932
11/22/2014,32369274
11/23/2014,32395469
11/24/2014,32418188
11/25/2014,32440541
11/26/2014,32462480
11/27/2014,32481527
11/28/2014,32503479
11/29/2014,32527942
11/30/2014,32553574
12/01/2014,32574419
12/02/2014,32507920
12/03/2014,32531732
12/04/2014,32555089
12/05/2014,32579345
12/06/2014,32608034
12/07/2014,32635944
12/08/2014,32657375
12/09/2014,32681262
12/10/2014,32708285
12/11/2014,32730839
12/12/2014,32755953
12/13/2014,32784590
12/14/2014,32812301
12/15/2014,32832980
12/16/2014,32854457
12/17/2014,32879080
12/18/2014,32902369
12/19/2014,32925159
12/20/2014,32949927
12/21/2014,32978894
12/22/2014,33004437
12/23/2014,33027430
12/24/2014,33060446
12/25/2014,33100305
12/26/2014,33128032
12/27/2014,33166737
12/28/2014,33197660
12/29/2014,33230116
12/30/2014,33261546
12/31/2014,33291123
01/01/2015,33317710
01/02/2015,33350694
01/03/2015,33382605
01/04/2015,33423500
01/05/2015,33451947
01/06/2015,33479257
01/07/2015,33506347
01/08/2015,33529110
01/09/2015,33554382
01/10/2015,33585579
01/11/2015,33621024
01/12/2015,33646503
01/13/2015,33678245
01/14/2015,33709499
01/15/2015,33734328
01/16/2015,33762059
01/17/2015,33791643
01/18/2015,33829511
01/19/2015,33866083
01/20/2015,33883090
01/21/2015,33909032
01/22/2015,33936753
01/23/2015,33957771
01/24/2015,33995270
01/25/2015,34031626
01/26/2015,34062616
01/27/2015,34089516
01/28/2015,34116362
01/29/2015,34138372
01/30/2015,34166537
01/31/2015,34199045
02/01/2015,34229726
02/02/2015,34258657
02/03/2015,34285885
02/04/2015,34309394
02/05/2015,34333304
02/06/2015,34353329
02/07/2015,34384353
02/08/2015,34418317
02/09/2015,34440634
02/10/2015,34464285
02/11/2015,34488770
02/12/2015,34520442
02/13/2015,34542861
02/14/2015,34572101
02/15/2015,34603601
02/16/2015,34630875
02/17/2015,34659240
02/18/2015,34679285
02/19/2015,34700285
02/20/2015,34722746
02/21/2015,34750426
02/22/2015,34775393
02/23/2015,34798537
02/24/2015,34823759
02/25/2015,34843002
02/26/2015,34863525
02/27/2015,34885795
02/28/2015,34912650
03/01/2015,34940415
03/02/2015,34962508
03/03/2015,34987129
03/04/2015,35015713
03/05/2015,35039159
03/06/2015,35068120
03/07/2015,35103332
03/08/2015,35133304
03/09/2015,35160232
03/10/2015,35184412
03/11/2015,35207237
03/12/2015,35226942
03/13/2015,35249748
03/14/2015,35284307
03/15/2015,35313656
03/16/2015,35335284
03/17/2015,35357745
03/18/2015,35379655
03/19/2015,35400010
03/20/2015,35419563
03/21/2015,35448109
03/22/2015,35484608
03/23/2015,35510488
03/24/2015,35530259
03/25/2015,35551101
03/26/2015,35572070
03/27/2015,35593901
03/28/2015,35620852
03/29/2015,35645265
03/30/2015,35667825
03/31/2015,35694304
04/01/2015,35719263
04/02/2015,35743166
04/03/2015,35767905
04/04/2015,35793507
04/05/2015,35816191
04/06/2015,35839471
04/07/2015,35864417
04/08/2015,35889031
04/09/2015,35909577
04/10/2015,35929657
04/11/2015,35952699
04/12/2015,35976123
04/13/2015,35994198
04/14/2015,36016585
04/15/2015,36034234
04/16/2015,36050328
04/17/2015,36069409
04/18/2015,36095152
04/19/2015,36120669
04/20/2015,36145302
04/21/2015,36168682
04/22/2015,36187481
04/23/2015,36201763
04/24/2015,36216419
04/25/2015,36237622
04/26/2015,36260126
04/27/2015,36280158
04/28/2015,36300608
04/29/2015,36319003
04/30/2015,36332909
05/01/2015,36348792
05/02/2015,36371377
05/03/2015,36397372
05/04/2015,36417846
05/05/2015,36436352
05/06/2015,36454721
05/07/2015,36473834
05/08/2015,36492849
05/09/2015,36516003
05/10/2015,36541753
05/11/2015,36561693
05/12/2015,36578587
05/13/2015,36594341
05/14/2015,36607520
05/15/2015,36620424
05/16/2015,36639627
05/17/2015,36659647
05/18/2015,36676320
05/19/2015,36691732
05/20/2015,36708445
05/21/2015,36723831
05/22/2015,36740254
05/23/2015,36760492
05/24/2015,36780403
05/25/2015,36802252
05/26/2015,36822961
05/27/2015,36839350
05/28/2015,36859830
05/29/2015,36880274
05/30/2015,36902180
05/31/2015,36932724
06/01/2015,36960688
06/02/2015,36983370
06/03/2015,37007535
06/04/2015,37028164
06/05/2015,37041746
06/06/2015,37064794
06/07/2015,37088139
06/08/2015,37111499
06/09/2015,37134521
06/10/2015,37154859
06/11/2015,37175577
06/12/2015,37196236
06/13/2015,37217245
06/14/2015,37240263
06/15/2015,37263420
06/16/2015,37283306
06/17/2015,37304477
06/18/2015,37327291
06/19/2015,37348957
06/20/2015,37367928
06/21/2015,37390791
06/22/2015,37414714
06/23/2015,37439502
06/24/2015,37462741
06/25/2015,37483925
06/26/2015,37506345
06/27/2015,37528095
06/28/2015,37551948
06/29/2015,37574687
06/30/2015,37596590
07/01/2015,37617248
07/02/2015,37634645
07/03/2015,37654888
07/04/2015,37674066
07/05/2015,37693374
07/06/2015,37717965
07/07/2015,37752767
07/08/2015,37800759
07/09/2015,37842668
07/10/2015,37876502
07/11/2015,37902355
07/12/2015,37929231
07/13/2015,37954372
07/14/2015,37976279
07/15/2015,38001604
07/16/2015,38021900
07/17/2015,38043336
07/18/2015,38068735
07/19/2015,38096200
07/20/2015,38107041
07/21/2015,38131911
07/22/2015,38159136
07/23/2015,38182697
07/24/2015,38210625
07/25/2015,38238774
07/26/2015,38265695
07/27/2015,38290589
07/28/2015,38323335
07/29/2015,38348497
07/30/2015,38373061
07/31/2015,38399263
08/01/2015,38421516
08/02/2015,38444707
08/03/2015,38471600
08/04/2015,38492622
08/05/2015,38513503
08/06/2015,38532886
08/07/2015,38549402
08/08/2015,38566882
08/09/2015,38584910
08/10/2015,38604820
08/11/2015,38622097
08/12/2015,38640940
08/13/2015,38658630
08/14/2015,38672317
08/15/2015,38685954
08/16/2015,38700915
08/17/2015,38720485
08/18/2015,38739811
08/19/2015,38760888
08/20/2015,38781905
08/21/2015,38801753
08/22/2015,38819814
08/23/2015,38836104
08/24/2015,38855994
08/25/2015,38875056
08/26/2015,38896164
08/27/2015,38919173
08/28/2015,38940464
08/29/2015,38963248
08/30/2015,38985957
08/31/2015,39000245
09/01/2015,39004871
09/02/2015,39052661
09/03/2015,39079614
09/04/2015,39102886
09/05/2015,39132434
09/06/2015,39159465
09/07/2015,39180604
09/08/2015,39207240
09/09/2015,39229880
09/10/2015,39247793
09/11/2015,39265635
09/12/2015,39285290
09/13/2015,39306489
09/14/2015,39327724
09/15/2015,39350288
09/16/2015,39366903
09/17/2015,39379801
09/18/2015,39393540
09/19/2015,39414257
09/20/2015,39433076
09/21/2015,39455284
09/22/2015,39471132
09/23/2015,39490567
09/24/2015,39507189
09/25/2015,39525166
09/26/2015,39545826
09/27/2015,39562930
09/28/2015,39576416
09/29/2015,39589441
09/30/2015,39602389
10/01/2015,39616644
10/02/2015,39635694
10/03/2015,39653902
10/04/2015,39679892
10/05/2015,39697989
10/06/2015,39715793
10/07/2015,39729531
10/08/2015,39740887
10/09/2015,39755567
10/10/2015,39773988
10/11/2015,39789236
10/12/2015,39806027
10/13/2015,39820447
10/14/2015,39835501
10/15/2015,39854325
10/16/2015,39867784
10/17/2015,39888325
10/18/2015,39904880
10/19/2015,39920289
10/20/2015,39938605
10/21/2015,39956044
10/22/2015,39972548
10/23/2015,39991090
10/24/2015,40017498
10/25/2015,40043600
10/26/2015,40063703
10/27/2015,40081543
10/28/2015,40101719
10/29/2015,40115981
10/30/2015,40135270
10/31/2015,40154448
11/01/2015,40177485
11/02/2015,40196379
11/03/2015,40182050
11/04/2015,40213240
11/05/2015,40228468
11/06/2015,40244799
11/07/2015,40268268
11/08/2015,40287358
11/09/2015,40302508
11/10/2015,40316443
11/11/2015,40332780
11/12/2015,40346522
11/13/2015,40361735
11/14/2015,40381460
11/15/2015,40403954
11/16/2015,40420818
11/17/2015,40436058
11/18/2015,40449700
11/19/2015,40462458
11/20/2015,40475726
11/21/2015,40493679
11/22/2015,40511000
11/23/2015,40525721
11/24/2015,40540221
11/25/2015,40555283
11/26/2015,40570434
11/27/2015,40585784
11/28/2015,40605291
11/29/2015,40625464
11/30/2015,40642207
12/01/2015,40658294
12/02/2015,40675259
12/03/2015,40689394
12/04/2015,40701659
12/05/2015,40715234
12/06/2015,40730552
12/07/2015,40738686
12/08/2015,40751453
12/09/2015,40769533
12/10/2015,40786083
12/11/2015,40805987
12/12/2015,40827210
12/13/2015,40850701
12/14/2015,40879279
12/15/2015,40898284
12/16/2015,40914164
12/17/2015,40932992
12/18/2015,40950169
12/19/2015,40973825
12/20/2015,40994437
12/21/2015,41017002
12/22/2015,41040304
12/23/2015,41065686
12/24/2015,41092855
12/25/2015,41119343
12/26/2015,41142567
12/27/2015,41172289
12/28/2015,41201907
12/29/2015,41229085
12/30/2015,41265579
12/31/2015,41295872
01/01/2016,41325739
01/02/2016,41354541
01/03/2016,41387866
01/04/2016,41416303
01/05/2016,41441285
01/06/2016,41460403
01/07/2016,41480927
01/08/2016,41501535
01/09/2016,41525637
01/10/2016,41548164
01/11/2016,41567404
01/12/2016,41579407
01/13/2016,41591752
01/14/2016,41611863
01/15/2016,41634069
01/16/2016,41656553
01/17/2016,41678100
01/18/2016,41698880
01/19/2016,41715655
01/20/2016,41732817
01/21/2016,41738189
01/22/2016,41760334
01/23/2016,41782347
01/24/2016,41802711
01/25/2016,41819693
01/26/2016,41837857
01/27/2016,41854841
01/28/2016,41872241
01/29/2016,41888921
01/30/2016,41890033
01/31/2016,41904848
02/01/2016,41916213
02/02/2016,41930306
02/03/2016,41950754
02/04/2016,41963115
02/05/2016,41980733
02/06/2016,42003996
02/07/2016,42024666
02/08/2016,42040729
02/09/2016,42056823
02/10/2016,42083295
02/11/2016,42119722
02/12/2016,42149580
02/13/2016,42183765
02/14/2016,42214705
02/15/2016,42245859
02/16/2016,42271947
02/17/2016,42255360
02/18/2016,42274220
02/19/2016,42293512
02/20/2016,42322616
02/21/2016,42350049
02/22/2016,42377546
02/23/2016,42403783
02/24/2016,42426454
02/25/2016,42444728
02/26/2016,42467953
02/27/2016,42494278
02/28/2016,42515307
02/29/2016,42534484
03/01/2016,42544829
03/02/2016,42557996
03/03/2016,42571588
03/04/2016,42594715
03/05/2016,42613553
03/06/2016,42626307
03/07/2016,42644268
03/08/2016,42647281
03/09/2016,42658933
03/10/2016,42706768
03/11/2016,42707439
03/12/2016,42731045
03/13/2016,42757942
03/14/2016,42772990
03/15/2016,42795515
03/16/2016,42812412
03/17/2016,42823360
03/18/2016,42847167
03/19/2016,42847286
03/20/2016,42855199
03/21/2016,42874227
03/22/2016,42894179
03/23/2016,42913415
03/24/2016,42933516
03/25/2016,42954361
03/26/2016,42979808
03/27/2016,43001427
03/28/2016,43024309
03/29/2016,43052047
03/30/2016,43069546
03/31/2016,43076972
04/01/2016,43095912
04/02/2016,43121782
04/03/2016,43144404
04/04/2016,43161107
04/05/2016,43169190
04/06/2016,43197430
04/07/2016,43196856
04/08/2016,43213892
04/09/2016,43225136
04/10/2016,43241486
04/11/2016,43255811
04/12/2016,43266207
04/13/2016,43284466
04/14/2016,43299822
04/15/2016,43317962
04/16/2016,43348631
04/17/2016,43367009
04/18/2016,43380797
04/19/2016,43406494
04/20/2016,43422995
04/21/2016,43439790
04/22/2016,43462432
04/23/2016,43489899
04/24/2016,43515121
04/25/2016,43537650
04/26/2016,43561799
04/27/2016,43593298
04/28/2016,43607461
04/29/2016,43633515
04/30/2016,43665483
05/01/2016,43701628
05/02/2016,43726295
05/03/2016,43745815
05/04/2016,43770108
05/05/2016,43803873
05/06/2016,43836806
05/07/2016,43870465
05/08/2016,43922169
05/09/2016,44000157
05/10/2016,44048083
05/11/2016,44094223
05/12/2016,44126823
05/13/2016,44155721
05/14/2016,44188763
05/15/2016,44207133
05/16/2016,44228359
05/17/2016,44251663
05/18/2016,44269003
05/19/2016,44287272
05/20/2016,44307105
05/21/2016,44331194
05/22/2016,44356878
05/23/2016,44386152
05/24/2016,44413035
05/25/2016,44437489
05/26/2016,44478411
05/27/2016,44549296
05/28/2016,44622630
05/29/2016,44683641
05/30/2016,44736075
05/31/2016,44781513
06/01/2016,44843594
06/02/2016,44893612
06/03/2016,44943557
06/04/2016,45008554
06/05/2016,45067474
06/06/2016,45112526
06/07/2016,45154800
06/08/2016,45192885
06/09/2016,45232879
06/10/2016,45272296
06/11/2016,45319013
06/12/2016,45369964
06/13/2016,45411660
06/14/2016,45530781
06/15/2016,45583132
06/16/2016,45625541
06/17/2016,45671517
06/18/2016,45745993
06/19/2016,45811407
06/20/2016,45868507
06/21/2016,45918558
06/22/2016,45960985
06/23/2016,46001031
06/24/2016,46036151
06/25/2016,46074020
06/26/2016,46118946
06/27/2016,46170415
06/28/2016,45611749
06/29/2016,45666849
06/30/2016,45741165
07/01/2016,45799660
07/02/2016,45846987
07/03/2016,45885549
07/04/2016,45927670
07/05/2016,45975303
07/06/2016,46014316
07/07/2016,46049620
07/08/2016,46085216
07/09/2016,46122809
07/10/2016,46161749
07/11/2016,46197922
07/12/2016,46236234
07/13/2016,46281761
07/14/2016,46332498
07/15/2016,46375172
07/16/2016,46408427
07/17/2016,46442151
07/18/2016,46477816
07/19/2016,46514409
07/20/2016,46546759
07/21/2016,46581733
07/22/2016,46616079
07/23/2016,46639970
07/24/2016,46674332
07/25/2016,46704318
07/26/2016,46736546
07/27/2016,46776124
07/28/2016,46815766
07/29/2016,46851071
07/30/2016,46891235
07/31/2016,46926967
08/01/2016,46967345
08/02/2016,47002812
08/03/2016,47022688
08/04/2016,47049995
08/05/2016,47038509
08/06/2016,47047342
08/07/2016,47065955
08/08/2016,47091720
08/09/2016,47114307
08/10/2016,47134548
08/11/2016,47154674
08/12/2016,47176548
08/13/2016,47183205
08/14/2016,47201542
08/15/2016,47225221
08/16/2016,47255078
08/17/2016,47283736
08/18/2016,47305248
08/19/2016,47330959
08/20/2016,47357327
08/21/2016,47385045
08/22/2016,47412882
08/23/2016,47441091
08/24/2016,47467463
08/25/2016,47489798
08/26/2016,47515779
08/27/2016,47536992
08/28/2016,47560537
08/29/2016,47575701
08/30/2016,47591980
08/31/2016,47611016
09/01/2016,47643920
09/02/2016,47680194
09/03/2016,47716174
09/04/2016,47747358
09/05/2016,47775704
09/06/2016,47793144
09/07/2016,47810535
09/08/2016,47829380
09/09/2016,47850807
09/10/2016,47874932
09/11/2016,47892496
09/12/2016,47909029
09/13/2016,47926821
09/14/2016,47929662
09/15/2016,47933293
09/16/2016,47954540
09/17/2016,47972660
09/18/2016,47988737
09/19/2016,48001944
09/20/2016,48016366
09/21/2016,48028847
09/22/2016,48035860
09/23/2016,48049390
09/24/2016,48065550
09/25/2016,48085738
09/26/2016,48100283
09/27/2016,48112251
09/28/2016,48117355
09/29/2016,48128955
09/30/2016,48148226
10/01/2016,48172216
10/02/2016,48199043
10/03/2016,48220545
10/04/2016,48242405
10/05/2016,48264340
10/06/2016,48287510
10/07/2016,48314078
10/08/2016,48345310
10/09/2016,48376625
10/10/2016,48406798
10/11/2016,48438503
10/12/2016,48471839
10/13/2016,48502759
10/14/2016,48528555
10/15/2016,48564434
10/16/2016,48603902
10/17/2016,48636802
10/18/2016,48663410
10/19/2016,48679470
10/20/2016,48705640
10/21/2016,48742824
10/22/2016,48768805
10/23/2016,48804044
10/24/2016,48832019
10/25/2016,48858773
10/26/2016,48877517
10/27/2016,48896797
10/28/2016,48912960
10/29/2016,48942345
10/30/2016,48977638
10/31/2016,48995235
11/01/2016,49015370
11/02/2016,49009701
11/03/2016,49026472
11/04/2016,49045435
11/05/2016,49070741
11/06/2016,49090881
11/07/2016,49103307
11/08/2016,49118183
11/09/2016,49122509
11/10/2016,49128926
11/11/2016,49139304
11/12/2016,49151178
11/13/2016,49165650
11/14/2016,49174909
11/15/2016,49180046
11/16/2016,49190032
11/17/2016,49196052
11/18/2016,49212908
11/19/2016,49227357
11/20/2016,49242525
11/21/2016,49255205
11/22/2016,49267572
11/23/2016,49274265
11/24/2016,49287064
11/25/2016,49297389
11/26/2016,49316096
11/27/2016,49332315
11/28/2016,49344197
11/29/2016,49354902
11/30/2016,49363761
12/01/2016,49375095
12/02/2016,49416285
12/03/2016,49524991
12/04/2016,49609803
12/05/2016,49683135
12/06/2016,49768312
12/07/2016,49878589
12/08/2016,50055994
12/09/2016,50200018
12/10/2016,50380310
12/11/2016,50500214
12/12/2016,50576602
12/13/2016,50621015
12/14/2016,50658317
12/15/2016,50684012
12/16/2016,50715470
12/17/2016,50750808
12/18/2016,50837741
12/19/2016,50947205
12/20/2016,51089797
12/21/2016,51196902
12/22/2016,51260675
12/23/2016,51375876
12/24/2016,51444481
12/25/2016,51493693
12/26/2016,51545841
12/27/2016,51602822
12/28/2016,51655769
12/29/2016,51700894
12/30/2016,51741269
12/31/2016,51781225
01/01/2017,51813425
01/02/2017,51846910
01/03/2017,51909592
01/04/2017,51953136
01/05/2017,51989675
01/06/2017,52036525
01/07/2017,52093543
01/08/2017,52158796
01/09/2017,52197722
01/10/2017,52237684
01/11/2017,52280696
01/12/2017,52329883
01/13/2017,52379082
01/14/2017,52414902
01/15/2017,52445606
01/16/2017,52478875
01/17/2017,52504336
01/18/2017,52535235
01/19/2017,52565700
01/20/2017,52591409
01/21/2017,52620322
01/22/2017,52649801
01/23/2017,52672591
01/24/2017,52693457
01/25/2017,52720866
01/26/2017,52729866
01/27/2017,52751177
01/28/2017,52778221
01/29/2017,52809730
01/30/2017,52837809
01/31/2017,52876659
02/01/2017,52924413
02/02/2017,52951961
02/03/2017,52972495
02/04/2017,53009367
02/05/2017,53037959
02/06/2017,53049136
02/07/2017,53056742
02/08/2017,52751721
02/09/2017,53292646
02/10/2017,53210758
02/11/2017,53132075
02/12/2017,53150869
02/13/2017,53172464
02/14/2017,53206893
02/15/2017,53257912
02/16/2017,53343745
02/17/2017,53461581
02/18/2017,53529650
02/19/2017,53594599
02/20/2017,53645145
02/21/2017,53675132
02/22/2017,53702401
02/23/2017,53742943
02/24/2017,53792414
02/25/2017,53834939
02/26/2017,53873615
02/27/2017,53899746
02/28/2017,53929667
03/01/2017,53960202
03/02/2017,53986988
03/03/2017,54032430
03/04/2017,54076184
03/05/2017,54106207
03/06/2017,54122855
03/07/2017,54139447
03/08/2017,54150908
03/09/2017,54164391
03/10/2017,54177043
03/11/2017,54195999
03/12/2017,54208681
03/13/2017,54243618
03/14/2017,54268726
03/15/2017,54285811
03/16/2017,54298871
03/17/2017,54314154
03/18/2017,54325224
03/19/2017,54332326
03/20/2017,54346392
03/21/2017,54355124
03/22/2017,54368727
03/23/2017,54375558
03/24/2017,54386850
03/25/2017,54403706
03/26/2017,54419998
03/27/2017,54431396
03/28/2017,54439589
03/29/2017,54446638
03/30/2017,54453691
03/31/2017,54466162
04/01/2017,54480655
04/02/2017,54501406
04/03/2017,54519275
04/04/2017,54528379
04/05/2017,54540234
04/06/2017,54551990
04/07/2017,54564071
04/08/2017,54579485
04/09/2017,54597519
04/10/2017,54612402
04/11/2017,54627429
04/12/2017,54641840
04/13/2017,54655854
04/14/2017,54669751
04/15/2017,54683899
04/16/2017,54693846
04/17/2017,54704022
04/18/2017,54714447
04/19/2017,54723925
04/20/2017,54733784
04/21/2017,54740069
04/22/2017,54754195
04/23/2017,54775089
04/24/2017,54788479
04/25/2017,54800250
04/26/2017,54806813
04/27/2017,54819190
04/28/2017,54827843
04/29/2017,54842146
04/30/2017,54871558
05/01/2017,54887885
05/02/2017,54893956
05/03/2017,54907371
05/04/2017,54917152
05/05/2017,54925362
05/06/2017,54936176
05/07/2017,54947660
05/08/2017,54954434
05/09/2017,54967503
05/10/2017,54980642
05/11/2017,54996083
05/12/2017,55006813
05/13/2017,55024523
05/14/2017,55038633
05/15/2017,55050667
05/16/2017,55058274
05/17/2017,55072014
05/18/2017,55080858
05/19/2017,55092934
05/20/2017,55105009
05/21/2017,55114948
05/22/2017,55128045
05/23/2017,55133419
05/24/2017,55147160
05/25/2017,55163301
05/26/2017,55170089
05/27/2017,55181824
05/28/2017,55191949
05/29/2017,55201874
05/30/2017,55215493
05/31/2017,55228677
06/01/2017,55238791
06/02/2017,55247320
06/03/2017,55259573
06/04/2017,55273106
06/05/2017,55288018
06/06/2017,55326213
06/07/2017,55382349
06/08/2017,55421007
06/09/2017,55450419
06/10/2017,55482576
06/11/2017,55515009
06/12/2017,55541483
06/13/2017,55567544
06/14/2017,55586722
06/15/2017,55604609
06/16/2017,55623574
06/17/2017,55655141
06/18/2017,55683920
06/19/2017,55713806
06/20/2017,55738897
06/21/2017,55770414
06/22/2017,55796187
06/23/2017,55821262
06/24/2017,55847367
06/25/2017,55869672
06/26/2017,55880908
06/27/2017,55899328
06/28/2017,55920191
06/29/2017,55939904
06/30/2017,55962256
07/01/2017,55987012
07/02/2017,56006641
07/03/2017,56020615
07/04/2017,56039598
07/05/2017,56057136
07/06/2017,56080700
07/07/2017,56101590
07/08/2017,56119132
07/09/2017,56138096
07/10/2017,56157133
07/11/2017,56175522
07/12/2017,56193529
07/13/2017,56215133
07/14/2017,56231790
07/15/2017,56249718
07/16/2017,56264757
07/17/2017,56283724
07/18/2017,56303487
07/19/2017,56319513
07/20/2017,56338343
07/21/2017,56359432
07/22/2017,56386343
07/23/2017,56410910
07/24/2017,56447616
07/25/2017,56492595
07/26/2017,56522388
07/27/2017,56550062
07/28/2017,56573628
07/29/2017,56591358
07/30/2017,56612955
07/31/2017,56610711
08/01/2017,56632724
08/02/2017,56659834
08/03/2017,56683976
08/04/2017,56705677
08/05/2017,56729791
08/06/2017,56743013
08/07/2017,56764295
08/08/2017,56773762
08/09/2017,56790467
08/10/2017,56812828
08/11/2017,56837340
08/12/2017,56859584
08/13/2017,56874193
08/14/2017,56891565
08/15/2017,56904158
08/16/2017,56915107
08/17/2017,56937976
08/18/2017,56958313
08/19/2017,56980088
08/20/2017,57002836
08/21/2017,57020000
08/22/2017,57031955
08/23/2017,57050315
08/24/2017,57068810
08/25/2017,57080397
08/26/2017,57095984
08/27/2017,57111167
08/28/2017,57121095
08/29/2017,57125366
08/30/2017,57138185
08/31/2017,57150023
09/01/2017,57164846
09/02/2017,57178581
09/03/2017,57190810
09/04/2017,57200543
09/05/2017,57208847
09/06/2017,57217148
09/07/2017,57227799
09/08/2017,57233504
09/09/2017,57240225
09/10/2017,57247786
09/11/2017,57249617
09/12/2017,57261242
09/13/2017,57272438
09/14/2017,57281911
09/15/2017,57292351
09/16/2017,57303109
09/17/2017,57311816
09/18/2017,57312547
09/19/2017,57314362
09/20/2017,57317534
09/21/2017,57318707
09/22/2017,57322388
09/23/2017,57330364
09/24/2017,57338745
09/25/2017,57343713
09/26/2017,57346098
09/27/2017,57348566
09/28/2017,57349076
09/29/2017,57356230
09/30/2017,57365242
10/01/2017,57373622
10/02/2017,57382509
10/03/2017,57396790
10/04/2017,57411342
10/05/2017,57421080
10/06/2017,57432463
10/07/2017,57445824
10/08/2017,57455635
10/09/2017,57467949
10/10/2017,57477457
10/11/2017,57486448
10/12/2017,57496880
10/13/2017,57507960
10/14/2017,57521365
10/15/2017,57528922
10/16/2017,57537081
10/17/2017,57549107
10/18/2017,57558375
10/19/2017,57567198
10/20/2017,57579882
10/21/2017,57594707
10/22/2017,57607895
10/23/2017,57615829
10/24/2017,57624837
10/25/2017,57633589
10/26/2017,57644376
10/27/2017,57656864
10/28/2017,57670321
10/29/2017,57683375
10/30/2017,57696805
10/31/2017,57707465
11/01/2017,57718369
11/02/2017,57730753
11/03/2017,57743641
11/04/2017,57757632
11/05/2017,57771086
11/06/2017,57779597
11/07/2017,57792088
11/08/2017,57801517
11/09/2017,57813810
11/10/2017,57825643
11/11/2017,57840856
11/12/2017,57853924
11/13/2017,57864458
11/14/2017,57874880
11/15/2017,57889295
11/16/2017,57900340
11/17/2017,57913529
11/18/2017,57928685
11/19/2017,57941662
11/20/2017,57950844
11/21/2017,57963507
11/22/2017,57977424
11/23/2017,57990088
11/24/2017,58004905
11/25/2017,58023507
11/26/2017,58044604
11/27/2017,58056714
11/28/2017,58069522
11/29/2017,58081083
11/30/2017,58093934
12/01/2017,58105319
