time;value;type;name
14.07.2017;2476105148;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
14.07.2017;2309399555;Get Movies;Masha and The Bear
14.07.2017;2247928206;Taylor Swift;Taylor Swift - Shake It Off
14.07.2017;2232445572;EnriqueIglesias;Enrique Iglesias - Bailando 
14.07.2017;2149762872;Maroon 5;Maroon 5 - Sugar
14.07.2017;2127972489;Katy Perry;Katy Perry - Roar (Official)
14.07.2017;2101201871;Taylor Swift;Taylor Swift - Blank Space
14.07.2017;2100827778;majorlazer;Major Lazer & DJ Snake - Lean On (feat. M0)
14.07.2017;2014895593;Meghan Trainor;Meghan Trainor - All About That Bass
14.07.2017;2005841459;Adele;Adele - Hello
14.07.2017;1989849508;Katy Perry;Katy Perry - Dark Horse (Official) ft. Juicy J
14.07.2017;1920163456;LittleBabyBum;Wheels On The Bus | Nursery Rhymes for Babies
14.07.2017;1862253115;OneRepublic;OneRepublic - Counting Stars
14.07.2017;1728856970;Ed Sheeran;Ed Sheeran - Shape of You
14.07.2017;1725501953;Justin Bieber;Justin Bieber - What Do You Mean?
14.07.2017;1717377665;Ed Sheeran;Ed Sheeran - Thinking Out Loud 
21.09.2017;3793175292;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
21.09.2017;3118610820;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
21.09.2017;2952002810;officialpsy;PSY - GANGNAM STYLE 
21.09.2017;2769773043;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
21.09.2017;2670885258;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
21.09.2017;2475574109;Get Movies;Masha and The Bear
21.09.2017;2383951820;Taylor Swift;Taylor Swift - Shake It Off
21.09.2017;2379998006;Ed Sheeran;Ed Sheeran - Shape of You
21.09.2017;2359418859;EnriqueIglesias;Enrique Iglesias - Bailando 
21.09.2017;2317237992;Maroon 5;Maroon 5 - Sugar
21.09.2017;2271654292;Katy Perry;Katy Perry - Roar (Official)
21.09.2017;2176685116;majorlazer;Major Lazer & DJ Snake - Lean On (feat. M0)
21.09.2017;2168142219;Taylor Swift;Taylor Swift - Blank Space
21.09.2017;2112641021;Katy Perry;Katy Perry - Dark Horse (Official) ft. Juicy J
21.09.2017;2112524898;Meghan Trainor;Meghan Trainor - All About That Bass
21.09.2017;2062416410;Adele;Adele - Hello
21.09.2017;1978662785;LittleBabyBum;Wheels On The Bus | Nursery Rhymes for Babies
21.09.2017;1945069800;OneRepublic;OneRepublic - Counting Stars
21.09.2017;1842253145;The Chainsmokers;The Chainsmokers - Closer (Lyric) ft. Halsey
21.09.2017;1818665892;Shakira;Shakira - Chantaje (Official video) ft. Maluma
12.12.2017;4497530401;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
12.12.2017;3267182786;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
12.12.2017;3012809940;officialpsy;PSY - GANGNAM STYLE 
12.12.2017;2855970799;Ed Sheeran;Ed Sheeran - Shape of You
12.12.2017;2846397188;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
12.12.2017;2813376451;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
12.12.2017;2695380801;Get Movies;Masha and The Bear
12.12.2017;2453537934;Taylor Swift;Taylor Swift - Shake It Off
12.12.2017;2449714550;Maroon 5;Maroon 5 - Sugar
12.12.2017;2441527072;EnriqueIglesias;Enrique Iglesias - Bailando 
12.12.2017;2372206425;Katy Perry;Katy Perry - Roar (Official)
12.12.2017;2234977844;majorlazer;Major Lazer & DJ Snake - Lean On (feat. M0)
12.12.2017;2230726971;Taylor Swift;Taylor Swift - Blank Space
12.12.2017;2179086191;Katy Perry;Katy Perry - Dark Horse (Official) ft. Juicy J
12.12.2017;2159125641;Meghan Trainor;Meghan Trainor - All About That Bass
12.12.2017;2153300834;Adele;Adele - Hello
12.12.2017;2041525517;OneRepublic;OneRepublic - Counting Stars
12.12.2017;2035129812;LittleBabyBum;Wheels On The Bus | Nursery Rhymes for Babies
12.12.2017;2012108758;Shakira;Shakira - Chantaje (Official video) ft. Maluma
12.12.2017;1984373940;Ed Sheeran;Ed Sheeran - Thinking Out Loud 
27.02.2018;4872116874;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
27.02.2018;3431284121;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
27.02.2018;3301973251;Ed Sheeran;Ed Sheeran - Shape of You
27.02.2018;3111258494;officialpsy;PSY - GANGNAM STYLE 
27.02.2018;2978651782;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
27.02.2018;2894832517;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
27.02.2018;2888947123;Get Movies;Masha and The Bear
27.02.2018;2527946217;Maroon 5;Maroon 5 - Sugar
27.02.2018;2513987451;Taylor Swift;Taylor Swift - Shake It Off
27.02.2018;2476393323;Enrique Iglesias;Enrique Iglesias - Bailando 
24.06.2018;5261354812;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
24.06.2018;3635846187;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
24.06.2018;3589774112;Ed Sheeran;Ed Sheeran - Shape of You
24.06.2018;3179563218;officialpsy;PSY - GANGNAM STYLE 
24.06.2018;3169325481;Get Movies;Masha and The Bear
24.06.2018;3106985047;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
24.06.2018;2955684213;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
24.06.2018;2648923186;Maroon 5;Maroon 5 - Sugar
24.06.2018;2581030280;Taylor Swift;Taylor Swift - Shake It Off
24.06.2018;2543001518;Katy Perry;Katy Perry - Roar (Official)
23.10.2018;5630158923;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
23.10.2018;3862164842;Ed Sheeran;Ed Sheeran - Shape of You
23.10.2018;3830629471;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
23.10.2018;3302159741;Get Movies;Masha and The Bear
23.10.2018;3297812368;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
23.10.2018;3233200141;officialpsy;PSY - GANGNAM STYLE 
23.10.2018;3020141181;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
23.10.2018;2789174121;Maroon 5;Maroon 5 - Sugar
23.10.2018;2662315008;Taylor Swift;Taylor Swift - Shake It Off
23.10.2018;2653269412;Katy Perry;Katy Perry - Roar (Official)
09.01.2019;5872658537;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
09.01.2019;4005462621;Ed Sheeran;Ed Sheeran - Shape of You
09.01.2019;3949202011;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
09.01.2019;3419049616;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
09.01.2019;3396936191;Get Movies;Masha and The Bear
09.01.2019;3262699692;officialpsy;PSY - GANGNAM STYLE 
09.01.2019;3062613011;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
09.01.2019;2851046709;Maroon 5;Maroon 5 - Sugar
09.01.2019;2716372123;Taylor Swift;Taylor Swift - Shake It Off
09.01.2019;2709930994;Katy Perry;Katy Perry - Roar (Official)
09.01.2019;2664967807;Enrique Iglesias;Enrique Iglesias - Bailando 
09.01.2019;2611497305;Ed Sheeran;Ed Sheeran - Thinking Out Loud 
09.01.2019;2606688058;OneRepublic;OneRepublic - Counting Stars
09.01.2019;2483315432;Katy Perry;Katy Perry - Dark Horse (Official) ft. Juicy J
09.01.2019;2479686039;Major Lazer;Major Lazer & DJ Snake - Lean On (feat. M0)
09.01.2019;2457207884;Adele;Adele - Hello
09.01.2019;2388321932;Taylor Swift;Taylor Swift - Blank Space
09.01.2019;2302490577;Shakira;Shakira - Chantaje (Official Video) ft. Maluma
09.01.2019;2258809590;Passenger;Passenger | Let Her Go (Official Video)
09.01.2019;2258596903;Meghan Trainor;Meghan Trainor - All About That Bass
06.03.2019;6030438296;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
06.03.2019;4108550333;Ed Sheeran;Ed Sheeran - Shape of You
06.03.2019;4030986926;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
06.03.2019;3510232874;Get Movies;Masha and The Bear
06.03.2019;3483980793;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
06.03.2019;3302363429;officialpsy;PSY - GANGNAM STYLE 
06.03.2019;3095306057;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
06.03.2019;2906927903;Maroon 5;Maroon 5 - Sugar
06.03.2019;2762567896;Katy Perry;Katy Perry - Roar (Official)
06.03.2019;2750213727;Taylor Swift;Taylor Swift - Shake It Off
06.03.2019;2200000000;Pink Fonk;Baby Shark
21.05.2019;6203513698;Luis Fonsi;Luis Fonsi - Despacito ft. Daddy Yankee
21.05.2019;4214812368;Ed Sheeran;Ed Sheeran - Shape of You
21.05.2019;4114813001;Wiz Khalifa;Wiz Khalifa - See You Again ft. Charlie Puth 
21.05.2019;3602106284;Get Movies;Masha and The Bear
21.05.2019;3562031587;Mark Ronson;Mark Ronson - Uptown Funk ft. Bruno Mars
21.05.2019;3350492311;officialpsy;PSY - GANGNAM STYLE 
21.05.2019;3133479187;Justin Bieber;Justin Bieber - Sorry (PURPOSE : The Movement)
21.05.2019;2962387903;Maroon 5;Maroon 5 - Sugar
21.05.2019;2820217420;Katy Perry;Katy Perry - Roar (Official)
21.05.2019;2797401312;Pink Fonk;Baby Shark
